 2    2.70379e-02    -3.989228836290541e+00     2.81520e-02    9.66527e-02
 3    1.38453e-02    -3.997136992157519e+00     7.90816e-03    6.97983e-03
 4    6.98605e-03    -3.999259947855685e+00     2.12296e-03    4.49105e-03
 5    3.50013e-03    -3.999811713851997e+00     5.51766e-04    6.05074e-04
 6    1.74813e-03    -3.999952507449518e+00     1.40794e-04    4.95253e-05
 7    8.72286e-04    -3.999988074014178e+00     3.55666e-05    7.71023e-06
 8    4.35254e-04    -3.999997012116848e+00     8.93810e-06    6.81537e-08
 9    2.17252e-04    -3.999999252357278e+00     2.24024e-06    1.84586e-08
10    1.08479e-04    -3.999999813090803e+00     5.60734e-07    3.08885e-09
11    5.41846e-05    -3.999999953346494e+00     1.40256e-07    3.02746e-10
12    2.70720e-05    -3.999999988416308e+00     3.50698e-08
13    1.35285e-05    -3.999999997183718e+00     8.76741e-09
14    6.76147e-06    -3.999999999375360e+00     2.19164e-09
15    3.37968e-06    -3.999999999923193e+00     5.47833e-10
16    1.68944e-06    -4.000000000060123e+00     1.36930e-10
17    8.44556e-07    -4.000000000094363e+00     3.42402e-11
18    4.22210e-07    -4.000000000102916e+00     8.55316e-12
19    2.11076e-07    -4.000000000105071e+00     2.15472e-12
20    1.05525e-07    -4.000000000105594e+00     5.23137e-13
21    5.27566e-08    -4.000000000105729e+00     1.35003e-13
22    2.63755e-08    -4.000000000105747e+00     1.86517e-14
23    1.31864e-08    -4.000000000105770e+00     2.22045e-14
24    6.59256e-09    -4.000000000105780e+00     1.06581e-14
25    3.29596e-09    -4.000000000105779e+00     8.88178e-16
26    1.64782e-09    -4.000000000105773e+00     6.21725e-15
27    8.23833e-10    -4.000000000105765e+00     7.99361e-15
28    4.11878e-10    -4.000000000105767e+00     1.77636e-15
29    2.05919e-10    -4.000000000105766e+00     8.88178e-16
30    1.02952e-10    -4.000000000105771e+00     5.32907e-15

